               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 311,            0.034688,           0.0030916,           0.0034292,             0.90311,             0.90157,             0.91441,             0.64337,            0.010927,           0.0029856,           0.0007515,           0.0023275,           0.0023275,           0.0023275
                 312,            0.034415,           0.0031513,           0.0036576,             0.89934,             0.90514,             0.91341,             0.64652,            0.010953,           0.0029852,          0.00073744,           0.0023028,           0.0023028,           0.0023028
                 313,            0.034629,           0.0031934,           0.0047087,             0.90705,             0.90272,             0.91734,             0.64441,            0.010791,            0.002984,          0.00073959,            0.002278,            0.002278,            0.002278
                 314,            0.034481,           0.0031448,            0.004212,              0.9092,              0.9041,              0.9181,             0.64444,            0.010582,            0.002997,          0.00074235,           0.0022533,           0.0022533,           0.0022533
                 315,            0.034921,           0.0031115,           0.0039854,             0.91171,             0.89289,              0.9177,             0.64127,            0.010786,           0.0029988,          0.00073384,           0.0022285,           0.0022285,           0.0022285
                 316,            0.033289,           0.0031848,           0.0034889,             0.92005,             0.88337,              0.9176,             0.63815,            0.010566,           0.0029935,          0.00074629,           0.0022038,           0.0022038,           0.0022038
                 317,            0.034372,           0.0032044,           0.0039663,             0.90047,             0.90169,              0.9168,             0.64063,            0.010336,           0.0029758,          0.00072704,            0.002179,            0.002179,            0.002179
                 318,            0.033756,           0.0032274,           0.0037768,             0.91924,             0.91718,              0.9276,             0.64201,            0.010558,           0.0029783,          0.00071392,           0.0021543,           0.0021543,           0.0021543
                 319,             0.03354,           0.0031373,           0.0035801,             0.91401,             0.90781,              0.9251,             0.64484,             0.01047,           0.0029751,          0.00068477,           0.0021295,           0.0021295,           0.0021295
                 320,            0.034345,           0.0031487,           0.0036134,              0.9106,             0.90843,             0.92053,              0.6463,            0.010451,           0.0029735,          0.00068936,           0.0021048,           0.0021048,           0.0021048
                 321,            0.032796,           0.0031341,           0.0035031,             0.90837,             0.89827,             0.91744,             0.65421,            0.010425,           0.0029749,          0.00067752,             0.00208,             0.00208,             0.00208
                 322,            0.032501,           0.0029491,           0.0031085,             0.90616,             0.89185,              0.9156,             0.64752,            0.010592,           0.0029576,          0.00066317,           0.0020553,           0.0020553,           0.0020553
                 323,            0.032063,           0.0031207,           0.0034866,             0.90323,             0.89021,             0.91264,             0.65309,            0.010462,           0.0029498,          0.00067302,           0.0020305,           0.0020305,           0.0020305
                 324,            0.032737,           0.0030837,           0.0037066,             0.90368,              0.8897,             0.91611,             0.65496,            0.010351,           0.0029456,          0.00065531,           0.0020058,           0.0020058,           0.0020058
                 325,            0.032261,           0.0029854,           0.0034627,             0.90697,             0.90285,             0.92618,             0.65942,             0.01039,            0.002944,          0.00064517,            0.001981,            0.001981,            0.001981
                 326,            0.032743,           0.0030059,           0.0034306,             0.90453,             0.91832,             0.93188,             0.66211,             0.01036,           0.0029394,          0.00063731,           0.0019563,           0.0019563,           0.0019563
                 327,            0.032059,           0.0032264,            0.003393,             0.90418,             0.91721,             0.93357,             0.66032,            0.010403,           0.0029266,          0.00062796,           0.0019315,           0.0019315,           0.0019315
                 328,             0.03298,           0.0030874,           0.0035498,              0.8978,             0.91536,             0.92829,             0.66194,            0.010098,           0.0029142,          0.00063514,           0.0019068,           0.0019068,           0.0019068
                 329,            0.032715,           0.0030444,           0.0035133,               0.902,             0.91092,             0.92658,             0.66013,            0.010066,           0.0029049,          0.00063565,            0.001882,            0.001882,            0.001882
                 330,            0.031492,           0.0029276,            0.003018,             0.92037,             0.90914,             0.92963,              0.6616,            0.010193,           0.0028977,          0.00062098,           0.0018572,           0.0018572,           0.0018572
                 331,            0.031461,           0.0031817,           0.0031486,             0.92022,             0.91038,             0.92778,             0.66442,            0.010139,           0.0029074,          0.00061123,           0.0018325,           0.0018325,           0.0018325
                 332,            0.032528,           0.0030013,           0.0036802,             0.91567,             0.91865,             0.92876,             0.66571,            0.010197,           0.0028998,          0.00064103,           0.0018077,           0.0018077,           0.0018077
                 333,             0.03357,           0.0031158,           0.0032763,             0.91259,             0.91219,             0.92849,             0.66886,            0.010137,           0.0028993,          0.00065143,            0.001783,            0.001783,            0.001783
                 334,            0.031736,           0.0030104,           0.0032818,             0.91098,             0.91416,             0.92667,             0.67272,            0.010001,           0.0028956,          0.00063798,           0.0017582,           0.0017582,           0.0017582
                 335,            0.031472,           0.0029638,           0.0031172,             0.90418,             0.91725,             0.92397,             0.67279,           0.0099981,           0.0029033,           0.0006402,           0.0017335,           0.0017335,           0.0017335
                 336,            0.032676,           0.0028463,           0.0036652,             0.91571,             0.92051,             0.93016,             0.67652,           0.0099645,           0.0028924,          0.00063155,           0.0017087,           0.0017087,           0.0017087
                 337,            0.031315,           0.0030963,           0.0031708,              0.9135,             0.91266,             0.92834,             0.67364,           0.0096913,            0.002889,          0.00061566,            0.001684,            0.001684,            0.001684
                 338,            0.031291,           0.0029398,           0.0033299,             0.91734,             0.91594,             0.93095,             0.67899,            0.009707,           0.0028836,           0.0006064,           0.0016592,           0.0016592,           0.0016592
                 339,            0.030925,           0.0030751,           0.0033164,             0.91276,             0.91924,             0.92789,              0.6756,           0.0097392,           0.0028852,          0.00060495,           0.0016345,           0.0016345,           0.0016345
                 340,            0.030197,           0.0030222,           0.0030556,             0.91895,             0.91708,             0.93015,             0.67733,           0.0098605,           0.0028838,          0.00059817,           0.0016097,           0.0016097,           0.0016097
                 341,            0.031113,           0.0031092,           0.0037757,             0.92257,             0.91835,             0.93065,             0.68298,           0.0097427,           0.0028745,          0.00059704,            0.001585,            0.001585,            0.001585
                 342,            0.030888,            0.003045,           0.0034764,               0.916,             0.92104,             0.93079,             0.67643,           0.0096705,           0.0028729,          0.00059117,           0.0015602,           0.0015602,           0.0015602
                 343,            0.030305,           0.0030583,           0.0035309,             0.91741,             0.90738,             0.92987,             0.67988,           0.0096017,           0.0028642,           0.0005782,           0.0015355,           0.0015355,           0.0015355
                 344,            0.030754,           0.0031374,           0.0033538,             0.91077,              0.9136,              0.9317,             0.68022,           0.0095737,           0.0028531,          0.00057195,           0.0015107,           0.0015107,           0.0015107
                 345,              0.0302,           0.0030199,           0.0033433,             0.90338,             0.91778,             0.93013,             0.68512,           0.0095786,           0.0028549,          0.00056955,            0.001486,            0.001486,            0.001486
                 346,            0.030093,            0.003072,           0.0034119,             0.91238,             0.90075,             0.92718,             0.68852,           0.0096324,           0.0028469,          0.00056521,           0.0014612,           0.0014612,           0.0014612
                 347,            0.029839,           0.0029999,           0.0028895,             0.90948,             0.91387,             0.92795,             0.69264,           0.0095227,           0.0028432,          0.00056614,           0.0014365,           0.0014365,           0.0014365
                 348,            0.030555,           0.0030389,           0.0028972,             0.91123,             0.91027,             0.92895,             0.68833,           0.0093814,           0.0028419,          0.00055728,           0.0014117,           0.0014117,           0.0014117
                 349,            0.029969,           0.0031135,           0.0030851,             0.91726,             0.90374,             0.92856,             0.68641,           0.0093938,           0.0028394,          0.00054898,            0.001387,            0.001387,            0.001387
                 350,            0.030434,           0.0028294,           0.0029883,             0.92022,              0.9089,             0.92974,             0.68933,           0.0092857,           0.0028291,          0.00054455,           0.0013622,           0.0013622,           0.0013622
                 351,            0.029487,           0.0031782,           0.0030504,             0.92603,              0.9037,              0.9312,             0.68922,           0.0092839,            0.002828,          0.00053958,           0.0013375,           0.0013375,           0.0013375
                 352,            0.029611,           0.0028711,           0.0026175,             0.92138,             0.90369,             0.93186,             0.69066,           0.0092891,           0.0028299,          0.00053548,           0.0013128,           0.0013128,           0.0013128
                 353,            0.029516,           0.0028784,           0.0029863,             0.91736,             0.90833,                0.93,             0.69143,           0.0093551,           0.0028315,          0.00052894,            0.001288,            0.001288,            0.001288
                 354,            0.029241,           0.0028492,           0.0029782,             0.91604,             0.91594,             0.92872,             0.69315,           0.0093411,           0.0028239,          0.00052177,           0.0012633,           0.0012633,           0.0012633
                 355,            0.028695,           0.0030186,           0.0028375,             0.91758,             0.91889,             0.93083,             0.68894,           0.0092943,           0.0028132,          0.00052188,           0.0012385,           0.0012385,           0.0012385
                 356,            0.029002,           0.0029227,           0.0027599,             0.91315,             0.92082,             0.93138,             0.69217,           0.0092689,           0.0027994,          0.00051659,           0.0012138,           0.0012138,           0.0012138
                 357,            0.028745,           0.0030691,           0.0028024,             0.90969,             0.92243,             0.93118,              0.6955,           0.0091742,           0.0027974,          0.00050566,            0.001189,            0.001189,            0.001189
                 358,            0.029257,           0.0028996,           0.0033067,             0.91047,             0.92311,             0.93153,             0.69089,           0.0091965,           0.0027952,          0.00050398,           0.0011643,           0.0011643,           0.0011643
                 359,            0.029487,           0.0030023,           0.0030622,             0.91523,             0.92396,              0.9321,             0.69562,           0.0091499,           0.0027865,          0.00050661,           0.0011395,           0.0011395,           0.0011395
                 360,            0.029505,           0.0030134,           0.0029103,             0.90861,             0.91938,             0.93027,             0.69664,           0.0090575,           0.0027856,          0.00050215,           0.0011148,           0.0011148,           0.0011148
                 361,            0.028757,           0.0029447,           0.0024873,             0.90477,             0.92157,              0.9321,             0.69598,            0.009008,           0.0027835,           0.0004987,             0.00109,             0.00109,             0.00109
                 362,            0.027761,           0.0029131,           0.0030392,             0.91033,             0.91962,             0.93085,             0.69674,           0.0090912,           0.0027781,          0.00049713,           0.0010653,           0.0010653,           0.0010653
                 363,            0.028475,           0.0029627,           0.0027378,             0.90992,             0.92619,             0.93418,             0.69727,           0.0091777,           0.0027738,          0.00049495,           0.0010405,           0.0010405,           0.0010405
                 364,            0.028666,            0.003126,           0.0029711,             0.90941,             0.92264,             0.93309,             0.69728,           0.0091532,            0.002774,          0.00049332,           0.0010158,           0.0010158,           0.0010158
                 365,            0.028216,           0.0029671,           0.0026117,             0.91101,             0.92174,             0.93221,              0.6975,            0.009141,            0.002781,           0.0004883,            0.000991,            0.000991,            0.000991
                 366,            0.028192,           0.0031065,           0.0028348,             0.90896,             0.92058,             0.92965,             0.70298,           0.0091218,           0.0027824,          0.00048397,          0.00096625,          0.00096625,          0.00096625
                 367,            0.027983,           0.0030639,           0.0025972,              0.9156,             0.92015,             0.93205,             0.70045,           0.0090928,           0.0027803,          0.00047981,           0.0009415,           0.0009415,           0.0009415
                 368,            0.028229,           0.0030291,           0.0028158,              0.9088,             0.92461,              0.9309,             0.69994,           0.0089869,           0.0027744,           0.0004751,          0.00091675,          0.00091675,          0.00091675
                 369,            0.028621,            0.002992,           0.0027789,             0.91116,             0.91859,             0.93085,             0.70201,           0.0089682,           0.0027695,          0.00046873,            0.000892,            0.000892,            0.000892
                 370,              0.0275,           0.0029127,           0.0027117,             0.90716,             0.92021,             0.93088,             0.70677,            0.008909,           0.0027657,          0.00046335,          0.00086725,          0.00086725,          0.00086725
                 371,            0.027475,           0.0030403,           0.0026713,             0.90757,             0.92076,             0.93051,             0.70523,           0.0088712,           0.0027596,          0.00046001,           0.0008425,           0.0008425,           0.0008425
                 372,             0.02877,           0.0029707,           0.0035061,             0.91147,             0.92206,             0.93279,             0.70567,           0.0088725,           0.0027583,          0.00045721,          0.00081775,          0.00081775,          0.00081775
                 373,            0.027504,           0.0030135,           0.0031188,             0.91114,             0.92655,             0.93244,             0.70178,           0.0088762,           0.0027593,          0.00045686,            0.000793,            0.000793,            0.000793
                 374,            0.027894,           0.0029265,           0.0028176,             0.91539,             0.92802,             0.93497,             0.70207,           0.0088365,           0.0027585,          0.00045452,          0.00076825,          0.00076825,          0.00076825
                 375,            0.028032,           0.0030586,           0.0025492,             0.91547,             0.92614,             0.93428,              0.7037,           0.0088179,           0.0027631,           0.0004513,           0.0007435,           0.0007435,           0.0007435
                 376,             0.02646,           0.0029111,           0.0025052,             0.91518,             0.92716,             0.93448,             0.70165,           0.0087992,           0.0027594,          0.00044884,          0.00071875,          0.00071875,          0.00071875
                 377,            0.026749,           0.0027967,           0.0028078,              0.9168,             0.92648,             0.93519,             0.70721,           0.0087269,           0.0027515,          0.00044409,            0.000694,            0.000694,            0.000694
                 378,            0.026733,           0.0028258,           0.0028777,             0.91473,             0.93082,             0.93474,             0.71099,           0.0087174,           0.0027457,           0.0004387,          0.00066925,          0.00066925,          0.00066925
                 379,             0.02716,           0.0029842,            0.002904,             0.91343,             0.92846,             0.93172,             0.71059,           0.0087229,           0.0027484,          0.00043459,           0.0006445,           0.0006445,           0.0006445
                 380,            0.026714,             0.00299,           0.0026944,             0.91399,             0.92004,             0.92981,             0.71125,            0.008688,           0.0027425,          0.00043128,          0.00061975,          0.00061975,          0.00061975
                 381,            0.026037,           0.0029279,           0.0022765,             0.91305,             0.92403,             0.93048,             0.71201,           0.0086558,           0.0027358,          0.00043228,            0.000595,            0.000595,            0.000595
                 382,            0.026632,            0.002986,           0.0025613,             0.91883,              0.9184,             0.92915,             0.70909,           0.0086274,           0.0027359,          0.00043138,          0.00057025,          0.00057025,          0.00057025
                 383,            0.025756,           0.0029032,           0.0025036,             0.91928,             0.91746,             0.93188,             0.71246,           0.0086075,           0.0027394,          0.00042836,           0.0005455,           0.0005455,           0.0005455
                 384,            0.025638,           0.0030941,           0.0025601,             0.91655,             0.91822,             0.93285,             0.71328,           0.0085776,           0.0027395,          0.00042263,          0.00052075,          0.00052075,          0.00052075
                 385,            0.026497,           0.0029963,           0.0024903,             0.91527,             0.92287,             0.93401,             0.71546,           0.0085393,           0.0027347,          0.00041729,            0.000496,            0.000496,            0.000496
                 386,            0.024909,           0.0028761,           0.0021274,             0.91707,             0.92562,             0.93438,             0.71765,           0.0085281,           0.0027377,          0.00041263,          0.00047125,          0.00047125,          0.00047125
                 387,            0.026597,           0.0029335,           0.0024296,             0.91773,             0.92726,             0.93508,             0.71979,           0.0085483,           0.0027381,           0.0004085,           0.0004465,           0.0004465,           0.0004465
                 388,            0.024939,           0.0028822,           0.0024289,             0.91994,             0.92651,             0.93633,             0.72118,           0.0085354,           0.0027372,          0.00040625,          0.00042175,          0.00042175,          0.00042175
                 389,            0.026976,           0.0027604,           0.0028307,             0.91881,             0.92135,             0.93172,             0.71576,           0.0084763,           0.0027338,          0.00040419,            0.000397,            0.000397,            0.000397
                 390,            0.025789,           0.0028267,           0.0028538,             0.91974,             0.92163,             0.93181,             0.71812,           0.0084752,           0.0027259,          0.00040187,          0.00037225,          0.00037225,          0.00037225
                 391,            0.024898,           0.0027586,           0.0021603,             0.91801,             0.92465,             0.93345,             0.71767,           0.0084776,           0.0027237,          0.00039917,           0.0003475,           0.0003475,           0.0003475
                 392,            0.025294,           0.0029047,           0.0024259,             0.91505,             0.92792,              0.9349,             0.72148,           0.0084748,           0.0027247,          0.00039663,          0.00032275,          0.00032275,          0.00032275
                 393,            0.025302,           0.0029963,           0.0025626,             0.91667,             0.92785,             0.93484,             0.72271,            0.008441,            0.002725,          0.00039396,            0.000298,            0.000298,            0.000298
                 394,            0.025049,            0.003019,           0.0024557,             0.91606,             0.92447,             0.93487,             0.72354,           0.0083964,            0.002723,          0.00039199,          0.00027325,          0.00027325,          0.00027325
                 395,            0.024727,           0.0029576,           0.0021518,             0.92082,             0.92211,             0.93658,             0.72303,           0.0084243,           0.0027254,          0.00038899,           0.0002485,           0.0002485,           0.0002485
                 396,            0.025432,           0.0029195,           0.0022375,             0.92112,             0.91849,             0.93522,             0.72258,           0.0083855,           0.0027235,          0.00038666,          0.00022375,          0.00022375,          0.00022375
                 397,            0.024678,           0.0027246,           0.0019565,             0.92085,              0.9152,             0.93546,             0.72406,           0.0083522,           0.0027207,          0.00038448,            0.000199,            0.000199,            0.000199
                 398,            0.024533,           0.0028997,           0.0024627,             0.92016,             0.91677,             0.93504,             0.72715,           0.0083073,           0.0027185,          0.00038227,          0.00017425,          0.00017425,          0.00017425
                 399,            0.024777,           0.0029795,           0.0024528,             0.91847,             0.91369,             0.93484,             0.72719,           0.0082694,           0.0027161,          0.00038031,           0.0001495,           0.0001495,           0.0001495
